name,price_$,rating_out_of_5,item_url,reviews,img_url,brand_url,in_stock
HOT TOOLS Professional 24K Gold One Step Dryer Volumizer,49.99,4.5,https://www.amazon.com//Professional-Charcoal-Infused-One-step-Blowout/dp/B07SH1MKZ6/ref=sr_1_11?dchild=1&keywords=tools&qid=1606148516&sr=8-11,4651,https://images-na.ssl-images-amazon.com/images/I/71Qg04iFHNL._SY355_.jpg,https://www.amazon.com//HOT-TOOLS/b/ref=bl_dp_s_web_2593695011?ie=UTF8&node=2593695011&field-lbr_brands_browse-bin=HOT+TOOLS,In Stock.
CARTMAN Orange 39-Piece Tool Set - General Household Hand Tool Kit with Plastic Toolbox Storage Case,16.99,4.7,https://www.amazon.com//Cartman-Orange-39-Piece-Tool-Set/dp/B00RF9J8DY/ref=sr_1_12?dchild=1&keywords=tools&qid=1606148516&sr=8-12,11106,https://images-na.ssl-images-amazon.com/images/I/91KVv8ryepL._AC_SY355_.jpg,https://www.amazon.com//stores/CARTMAN/page/26E83FF1-C6F6-4C64-B3A2-078576C21C93?ref_=ast_bln,In Stock.
"Dremel Lite 7760 N/10 4V Li-Ion Cordless Rotary Tool Variable Speed Multi-Purpose Rotary Tool Kit, USB Charging, Easy Accessory Changes - Perfect For Light-Duty DIY & Crafting",49.97,4.6,https://www.amazon.com//Dremel-Cordless-Variable-Multi-Purpose-Accessory/dp/B07R9PNRBD/ref=sr_1_13?dchild=1&keywords=tools&qid=1606148516&sr=8-13,1902,"
data:image/webp;base64,UklGRhYcAABXRUJQVlA4IAocAAAwkACdASpfASwBPrFWoEskIqGjI7OqkIgWCelu4WmhBzwilb+esx6u9uRz4/n/3zBj+vqD/O9w3+1/ufkr6MviW3LgP+U8CvtXkZ5L/G3UC/KP5V/pvRcibdNPvfQa9lfs//S/x3tazjPwbUC/xHpb3rVADyf/9DyW/XHsH/zv/G9cX0nSRSzWVKkBjAv4kGFhx5fLq/iSee2R+1VWtiIhHVDx3KZ47lM8bOXchDG98M8eP24Ytb4l/8KDbEIEvwbJm+KHwOynfnxP05/3XCH7l1k8YsQnpH6mEW3ioeuH3Cjv/Sdxh7ypUY2ihFoFh3y0YUf4mi5GBgd3TMF7sCGOy/om5Z1jXRSSJug6UCwlvVM/uvEHZK9ibKZ2a9hvtEExNXZUhCZLlmnVuggfwCALJmBFIneViav77MNiJoqUU6ZVS+7+/RHRfFBh6xZUEHs7CwPpyu9ZTyw8wCITC//494RFdqjU+3a99Df1YFrlEuKlxBHxJyWEMPg0AepZB0+x9/smKpjhxZrrl//t7C7zj+/erAUgSD2TViVLFKxnuDcMCK3yvYSfRl62wfvxOQLx9CEzj+uBENjOQsdqAFR/lf5tArZuvPoyQaBZof73rqZBe+B7vVvYhB/Xj5HnjroaIbcwC+RMqznUzUSXghRJE06PCLE/GU/ueHlacodwHetKhDd8uWA+vtRE8tCl2g5oJVFJ6HY4uFqKsWTaA1nRC1NOzVw8W5bQzHk+9Tx0ko504VvHvd/EBi7///sasSqnrWLVYSVuR522+i+Sv7P2h+gzroxH2TuSp/0Q/n6rS+pca7jH/fkOslOgtcjP6WqiMnUkMw2go+55jG3gZs/b+FsWUbdHM6d48LNu2fSd/+zc//RqgfAzQctBP3pl2olb7tCZCZTaWq5fCx5l0EV9c4pizvW0Lx/6DxTb+//0M/X//8Ry/h2vv527J5AjzCX4f8AT/h+//2gsZ54FS3tc3+FQefsUN7b8/h9VS/86eFcdLXKsu4RPst8q7q/u9jX/na4oUhG0eJ0ZtMJCjipMbA35sfSMeaRX1qwVdtKfhfseWwf5IXeeF3idgTv/hjtO6OfZ58v+GrCf9WqPDVwGS8zP+z1r80TfShN6A7VEk4SL7HZ//zmsqTlSMcQ96b0DH30c6Vnx80/7fFCKohLNtUkJ/I+EWnKGFcSEfVrFXpXVpWXX/uj+KPiczZH/Z3//fyf34uQQg3hTieyEgCZCcXZTxQ+B0/LBmCDKA25J4A8xBmp1M4Q3jPMEcgLpAAusM10Jp/GP6xnzWJbpyX23nTudODDEv0s+DqcPgdkR7/cahbaxg8YsxGr3BIOsxbd8ct9EjdLc1KFV11QmV0HT6+jjhUqEPuzG//6xic8aPzOJiPTF1gkGHdWMj8TfFD3qhJyz8MlEXWJaUhtk+gQtUvz1mjVwSo4dj1TlA/tXoksM+0rYX9UtANHd9SBMCxhSw59vULLImN8UPgYrhW2RWiSNlJ/oVQ3TnmaVGLPHcpnjuUmQ61WrKlTPHcpnjtxdieO5TPHcpkQAAP79noFBC6jj0Cg+uYY280yijKqqzun64fVP7Mj8yM+97U1rHS4XFjUfpcX0Sck08dG5TNykhSNXr8+bc3lqWliZjubM0pNv18wvNTFuWtIFA+4b4miY4AXkSyh8IxLXS3pIw+ZzZPx4yTS7m8br6f6b/5BJs6AGj7q1JjiE2+5J85WIU4oq0PsAELYsfJoHAe8T8fwmq7W7kWJz4b/3KUvX6i2yP77gYZgAlezSyUhE7p5PKMZbAQWQQdz9/Qc4hhuKo393raKeuwED1NZRI0gwA7VO/HsY77QZMWZHmAshEOv94GD1cMLOg88nJPRUP+gkc1NYSSFUGiRp9+u3sDBPeJSGYzvx/w8Jm29qRqpVFvuWD34Q96mX9nZz+purx188PsAWnaM9OwHZ1EIvLX1z/zvnGr8blJn2aPnEd/Pic4jnwfRP5zPuCRahidl9wYxvpqkiDxNXZeWCu36/xWX1R7gOwWiSq62dzkpcxCP+BZYzH/nHyy9o3kxxbQdQhJt6bwd1CZVC7IOxusScVctANXcic7fjBIm4NHe8MMwcmi16WT9JmSr2rWtRfkHfiVUPxREbgqyseH1Vvou1UOj7u9G1xdB/LPt+ScqKRcsgo/c5ePsWmqAAMWVOkoOaUKib0czBFsYrAGF4pPXh1fmSEyLUtb4JDhLimweUBnHIedTTFRHPWsXz+FiPQOEmf/OGelYEDmXypSLYPDEztTfVntKq3e0Th08Ma2H1K0k38HnkiDVmh7ZmXm0q3Qor1cG35tG1qGN6AzLVnCCXUOack5NTkZ6wrLyTF3DpZ1VRTbKImQql3RumSPK7MuG66PXjdMWS2U/1kwkARQRp4n5EKga/BdI5sRia+lcF/LgpLD6S/16tQsKbusJS/+O7597LqIz/8yBqUnAomjDNDSHCD2qQG2o7g/oEMV8wPzsG/uNH8LyMrsM8FQLndb42nuEx2MK9sOt4pSvo3patCK7V1e+rMF23TpKqNp/DGiTgDMBGKKPy5YswCGPXvdWBC0PXF25iqaMwdQP4lcLO4u1QoBZ/QQUHX3IkTeH7wFijQWh/sDHVIFz4Ehlmnk7pCk0lwcQNC2js3CdXBErolP61A3w91RO4M04xFf442+2+4h/HqUNk/pd5Xk6fx+uET3JcZyGneO8mNMjrU5PU6iJfEbNLC7wZZ+5PJadAQKAN/bBKL8yerI4dcp/uhkZFZu3kbBRFk+amZ+9EwfUqPRAMqP3HhvfxoXR5ZRkXvcUKWNlLdLodv79m5JEGtmtK8XTfPysHSgeSLF+JniOAMjJyndilDZK0Cay6r7wUlctnv9NYmeHslKFsuqnwIVnYyGnRZi03ptwoz/ODtHbjBg0ql7gjia7paDcr70cepOQcrrHGPh+9ungQvcnnSQf9HL/Ha4HPXUrP/F2Be+/2rw+eGWPZxUrPx1CB7DRQWnogmaG/R2kbMw28+3sVFCtOQmIi0ssC8GGZI97SXo0acFZ72BjMhy/NSkqZls8yUAEXtI9+aX80rpRc+5e6gkrFIB3gY7dyJqjZ7pUAzXTcTsnrLmWJelLDss4o+8ZrACY8XaHj/Z36vNc4uKT+buaXfMIhk/Xg+YbF8BxIBsTSAI3czxZii/tNFOzUDX8cMZ5GTXJbvrn8Z3SKYpmeavGDpXBKbWr+wC3jrkdq9XsOK9msdbPJyVC+2uhjBogiZWF0hWsJNtLYPNwB3tImhZa3UtQpuvqtMFdird22C91JZn4B4SfvkKPKasV1mW8OClTZhfxuCGUDNOzjxML+xQxYzQ9fu9fweUDHitpoCikozQCCtN8eqDvbXexMyCzEVL4d/xXlzkZVtUqAMSHJ0yaAEK5ZCxucDYfgYjM5xVteRtPpX7tmVI/8wTagWglslRbf3VuEBsItYTAvJ9f5u+LZsuS/qelfyHBazrjJ2xEk3URL7amqDvuGJAGKmImmYuj8/PJbCVyYhJVsCpx4hye6mQ9MjcdqnRAajb/2r1o2J8k3jKvS3d3WN4jTdbqVCTPZ3Q3XY4f9bSbzDYV5WZmRfz7Att4LtAtf7lg4vxLooE5hi7mFbSHa5Y/glL2YXqysnbgtg6caZtfsp7ZTaK/v8rsBh1mAX+KheQZ8uTZmZubmrDRmkAfohEE74LpNsnpURtDP1r7zgx4qfHUKQoC1pMp630+LOullN+Ex2shc8Aa2pMtH7gttD6gz9KEOKPsuOlbhRqoDxfh6HXkmGj4bF4xegi4he5SZIsIdN1pJwMmDImd9cFhcANWl5im7yuAh4EleiJk6v8K/tnnRoCjDpTOMFYW+Yy/hX7RQafCTgTqI+dzckGoFTroUL6jB2RdAidau4mseLfALn1UWuWt1OZG17NsZNTK4WHstWpy+605kWMaPEN386FM2DIn8l0Gn2HTDN8cXT6z5yz9Hy8XG3fQR1SKUGuCxrZk6eanPZQHSp5UYFLELHS5ADUlg1QcOeM82t+Qt3qS5FZ0su7C8VgKeOQLr7vnLh/dWMPJnED4OFiP4P9Ey5rL7j6zp++PJ2f+CvIj3LNxuC6YHs2+YdVkcxJEsajCScL5skZGezKf5DrZd05asoqyhBsms+1x9Uwj4DscCGHNX345crhq58y9J3gEg8R75g9C5/48UGCBRn/fsMuVF1/8gHtolMpwNrhuW+6hO7GmfWOHBaDCQR22RY6lE9UjneGxWpD+/QyAh8I9uRozwmL5YckaY/ikyZ/MKsJBnEyI7ZZohcnVSFzNn8sZVSv5pWELLguT7Hw9ZZGKesYxuNZNrGy0rwSfP6JSGTrInYn/ehS5Gje9NipUJfdCCJZ4nOhSkvHRVQSf7RYoIUuhQCfj9pZcmAB6Fd6+3QO5BCSPF03S/f6L1jsetYXSsA6fsvqMUg72hclfTZit2rjbFTgM9aupqfHiu8WILj9iToKvQj7uuJz806FOhmI6Rz4JhN5uTLxr6C2AfFuu1+IAhnLVZAgVLOga6AcRgHQ9ZnBBukZ1EY9a4aCrJ/Wik1wyTW/rot560s4AadCMcvGV2oJKDOVQ4f7k/T0CUjGf/hUelOwNPU3V/gw30+O7hJLKKB2P2U2lz6FQFHQlx3rCN40FWJBFCfQGyRJk6zEsiBbKXDnUv3a2ZWEEGxJcsuJhV9GqRxinwaGOhY4scIJ5clvbb8i5tGCtWlqeANxB3Yi8o/PmDpRy/NCSfODFsMUZXEqlOtJi0a7bHHTr47YrFrw+AEFvo3vT794ZMeJOBpF7cH6vWi8dfSlEp91/HwVRRNvG+/DJ4idmk6wQ7aDl/YAo0WrQd+oSPQI1BLnmjI7nGG7YFyyfVl8RuVWEotMmRy1kB4p6il3vlQxzrQu5Rtbp3TuK7J0J1DNkVaj34GD5vIPHzN4l9SQfyZI0TUeHUUfyfDS/6WCSCYwk6pCQAa8N2LFptMhRnhOp551yHopewnPsO+FpRMELJaT7q+2zFxnpdWnQaM0TMBFu3mjMhk2IByX7yKkg26K3Cf7PgaNcTTvtRgnNY3SWGcLCam1mCdbOvgSGByhztCmevuXYWqeZPwFVpKKaqcrnKBk5mQOY/VCogbIdwKLpi+lyeN5bXJbvXHGgb8Hx0STVnNkWHRIdpbePPIougPpGIoCq7MsxNXAW25oivyAVAQ6aHCXYy4pAisc2aSt6WPl/aofGcskD8wZXfaTh7Ui20yW/yRB/Tam4inaBSiLuigQcRe5l9sFXo1NhDq4Sch10s4TMkUw/KYpjwzQDCdxlAIczGnZ89xXWG2zu5j71BbaC5EJ4qEDVr2HyfyC0lL7oRy3qn5qKCwEwfGjEAntbQMNYQaRZGSacRWJwIBbIGLE9+/DpQqs25KlAOThlyj+0G9gt/zMrkgy/zgN0VT120YH627raa2Er+Lnk73nVRh24pxr2sjIXUZZosuw/amUelf5yRgCotkuJw0Xg+a7ISIsHbtpNzCAlBitgC5RmLyAXxDnLMxwRWRoN8KZkBTiwSgIq6KaKWz5tUewKLJfaCmuh1vOqzLDX6qfdW0kHc5vrr6blqe+82yl9maVfWjZwV16Xq4b94C+o1meE/RU3LhKTuQn+dmQp0QVvYc3+I1MhJXY8fWWnDU1dFbiV7dZizwYD17EZvDwo/EPMir41D7iXmxtaMpeXI6RA8RvIRAGbffiOfrBC1yfZYOmP0H0SFVAIYQGhamP57InDbD/1TCgzhmlws6ntwmR9tqol2zAVqLKxSZ6knSky7uVOyvCV2O5KuFilGfaEzbUcggKdPP50nuiYvVtaK161Q4mbCqUO5fTrQTqTsFksh3p3+cyzJkSqNHMddD1DQpMUrFCrRxT+XX1B7dOZ2rTL2LJsXC87NQNA7m2wxlWd07kOU6z8x/7v9U3YqPYwqhUReOrXjYOlsAmUVP1y6xQ+D1ZFh5paRh9hTaVbIy7pemEug4eBRvITHmeih46z7Ea5I4MllH+ZRqM5WAXrcpLix6/ljiDWcmELks6EORdP11zEhJLsNElRgB/JJ4gzCBA+3yl6ielun/liqf2RfbwHSaIjU6WLF1qfwurEuX88OLYINcObxh0VktbgFmlym5DSYNKo9W+GB0j9tJISeIDOyb2hCWsWAdV0PcoaNPIlWfHizJkHVeACT3g3ps8hJLZfOWdEHsT+23vuNzG+b7neWN8J1Oh5mRhpapRybCIn1wfiBlDf8Ilz6mMyr9PbhPtR0RPYsf/9YnvWQY6phbxCjH1skJD2L+TQiHplg8NECMQ84+pD3HZqlQ0Jr4AoAF0RC6+wDdgQCcEWPZJAFhS+gMxcZupRqMz7py3ifVwDaH/d2O0oJOVw6U88GpOmPjRm4tka1A4J1TCFs3UvrwTvXbRGlqd+tr9Sxi27RlTbOdJqbCjYvmZzq1wLMt9AcIZK4C22f6odiXpzeUCXVLVFuVjcbP5xFjoG2n0U9wKvb7Q2kqJxuv3K7qGzwNRMGQKvXHA9th513vSVXDK01KvIvLFyI4AABA+I/oNTmLz2qyB2Q1UTpZVU9au6fm+9FOp2u444EkuukX9IbaF+4nTiSAvOILZTkuJQygA5ZZVaY0eslGlhlzUR1GfTt+A/CFKNWcS+VhtxVovkoO/+gojOmAkqhj5X3dlwttRqZ0dEi2NN4GX+dtUX4K6KXtcfjH5ABxXvq/hpikp7CaRLEO/g/eVfOvLrqoxOe7oZxWxeQP9hZFPoppYhjKr6K2ScBJduGMK4w1X/dHVPHBxYMIekeZ4DwlYQedSf14ScPCrFLxAozAoOQ9oSmPJ2iPGxqcO17DDQ82wJezYDqpmqeVUcWbfOd/9Op0Il1ify/lJGiispgI7KAX5Myawiv6+v7og0LSqJlgCFaebtmxm5u4b9qpgP9zqBaOm3BT7bsQtxdL0h4BIlluKtccVP9RaWDrmhMtSxxDG5q3C/KhKaWcDIeP50aEHFc+QWx9aPeY7Z3n4L3/N+wXZBHGpdTsSEaaKlK6rxJ1Lf8EgmbIumHIi9AcGKMUpRHG+WN/gc0pRpH5Z+LPKl/eQpFpzysdtHfBWkTfKvsjkhiXNOxPnsU3rEWPX/i6D03A+OO1GajUGSCedZBXwDv3gNndOPib7SKUsXB8iG6gVCJe9jLg7slFSCHh2/agGjoNcjVNfO033eoJjopKf3TInJSAC2MLVvlLF8uKn4d4Srm7yflKO0nvZNs5w5x2u/8sI1lxhn/kdByp4lO93iKfzlXUt0gOCWSYGEaFcv7soAW0sCFeoJeBV3YVCCLXscF7OPx8Byr4qTHfIOYgJx3z1WvVBrVHG1UNbQDVGzxUY7axLrbdNkTN8QW2Tw6PhREGt/vQ2DYwDWN4gKBZDccHoLm5oyv/JQUJKgUa2Hoa7Wd0bvc2ns6Yzh4fO6Ru5gKkpvBHcv9Qo6AQAdP07pfQWuSgwptgknxLpt6psh70NBda2fHj6nrSOdskhcnC66Xf6AMJ0q9ixGioLKqsia6EDoec72T8f6+skjtwE7fIasZZEG+WgcPr2MQRpyw7fo91r/REbVRCUsEnWkkeMBHUEuj9a45oH8vcAQu4Ffbvxoa/6bidMuSdMkrEZUFvT8efyPNmUnfDugccICeqqQkHc9ZWap91kzLX2MVlGoSfinZC2oITKnDoWIlFKn5FQPsGnEgDJgwQGVbNg6iEaBBq5SufqWFOe1O7Sx6A0kFqW4SPb914cHe5wkAbuGgDr4vvbRxtdf82orIheh/fNDuhHdtGqGEsIxWZTIXo1F3xSpa851PyHVN4u6rTIqt4Cai5723pF34fZ8HkbxutvvhFzuwKwcdltF6hVLT1N3DrB+ENy480vQUuPn260HuFYB/N0C0Ac8y8098lqwiqqiBv5lRejLiFAS7zk8p3eOe2oq5ToMjb6L4QOYLtZzbkiquFV+sQEh9ikktSsm//2A5tGHXQWw/FxJiq9R+5eLSDuq1c8Mz1spv073jkmS5xabE1PDiRk+FaMf6x9os8lGcak3p3IS41GJ1e9kuO50w+GRwMpYp/yDs+Rl0g8CODbkEpbWrUM8KVwXb56hHeAeLq5xcCv5wJ3l2gDmOonaFAXC7Li++PxSNWf4s0kRA2Y+uGKhcBBEzeJZ7b5ee/uvqQgAYn8bPeM0wn5K6I7D4Zyr1j3BJnEr506bLzkh7DOtqx0PHH40+BhPFkUCAlgHwZQgYF1u4dPJgyosbwXUi8NkJF6VEhN6saCvYvns5dUQct0Cz4LbWT9I5o2/0O/jrlJLkFifRqWkOpNwsxbRxTFvhtHhDc5fIala9dTrT6D68aYAMYKLRF2FMpejQt5lOYAXYKJVEJa946oPpK+zcbUTT/hhnDxXDc7Q43JkBK+2jblP/jwunch5Fy5lUKdhX81LVwX3qf2IQ2XJBV762PmIOV9QH26bEEUe5vIVwRqyiLVCiObygNRccOFjgaA5KBAMFisnmdKEyAlLWHFxk4YEhP1XAbSS1B7jxpvOFXnvCCiR5ruh7XIYMIHdIzT3GK7mjMDQOIANCNMiBbIsvIrZEdae5g6H0QWk3cwFAWET4lQGC6+sf2WztuMkYmpFg2oTCGqvS5lXF5MohCBwe6l88Cyq/e+vF3gNkw5goza/EclKW8OAHqLV5cCQu0i2cgbc4sDgL4LyJ0hef/kmzNV4tf5AEfxjtVQ9xm6LxPrKW5e1RzPdiWPBdTckKXa9IH20Icjf5ToG10/gEyZ4AtekdBKMqYaoNcm1FZZAUIv0Pz0fXv+imB12HGGBh9A7Uji7VXqLvlqTCB2GsWT34xqvVlBtsglLKU3R0nDP7KCPgtk3ulRFhyFqZtcF7BPNXTjxeMIFB4RMO8l6tNEQPh+I9i96V2w5VGg91BYEgAY9MquZSo33bFPe0lf+Ip8alZ/E807fY/aYkJzhLs6uVfsGEJGvhuNnqFmt8RKVI1f0gHwkNWLMAVLbCK4+mkU68WSRlgEG9AsOS9VQkJHdEaA/oGFmipHoprhFK7zm/wsDBhMY0o33k9eQFonLG271FKE/X3wLPzDIeDGmE0DYkEu7EogjCfq6iegU/sZleZ40LrQW+jKA8cSkhW7BWpuWJP/eNWpI2DFsBUcm3PGwCn+xV6EAyZ+k7kBM83W7P2AHr5Qw59pVqvTQDCRKtyTFb15yuGbsilHmmN5rA2H4VWNCJz6Km5+AMmPg5/eAo9zloiCQegtC7Zy19t+gL8h5hTXJ90QT5DkvFcjDiGY5KXPzMB4WLJgSgsGzynFYWEZ6xSbp1OAwz6QZQ9rB+p3JnSnCeq5gZVKzccbThzD0eqEOYZKS/FpG1tNfQe9E0EkyDggLHAFR31yIh5qVDvsjhsOub7ok4Z7KpwpnLdF8+NmBrlfWrcSMcnuMb79ycMUR+QARcCNmUxhEoru/wEmzRdldV6wP8pF/+JhzFUYoq4rCMzmzQbXiNRREH1iIYoLQh4WkahoOhOy+Cfj0HNSDRZVyc61swAWbdku69bx7Pn80XcMzGVR3hCUYSDAnI/3fgJpewmm4THQAAAA==







",https://www.amazon.com//stores/DREMEL+Inc./page/76562198-9D46-4EC5-B88C-AE00290944D4?ref_=ast_bln,In Stock.
"Werkzeug Magnetic Telescoping Pick-up Tool 4Pcs for Men - Gifts for Dad from Daughter or Son, Unique Personalized Dad Gifts, DIY Handyman, Father/Dad, Husband, Guys, Tools for Men",18.99,4.8,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A04606242BIXNF7GTT0CF&url=%2FWerkzeug-Magnetic-Telescoping-Pick-up-Tool%2Fdp%2FB08FDFWWWG%2Fref%3Dsr_1_14_sspa%3Fdchild%3D1%26keywords%3Dtools%26qid%3D1606148516%26sr%3D8-14-spons%26psc%3D1&qualifier=1606148515&id=6370814081842935&widgetName=sp_mtf,294,https://images-na.ssl-images-amazon.com/images/I/71Ges-5bkZL._AC_SY355_.jpg,https://www.amazon.com//s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=Werkzeug,In Stock.
"Snowflake Multi Tool 18-in-1, Standard Stainless Steel Snowflake Bottle Opener/Flat Phillips Screwdriver Kit/Wrench, Durable and Portable to Take Outdoor,Great Christmas gift",6.99,4.2,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A07417163K4KYNMF1YV77&url=%2FSnowflake-Standard-Stainless-Screwdriver-Christmas%2Fdp%2FB08KZQ6VSN%2Fref%3Dsr_1_15_sspa%3Fdchild%3D1%26keywords%3Dtools%26qid%3D1606148516%26sr%3D8-15-spons%26psc%3D1&qualifier=1606148515&id=6370814081842935&widgetName=sp_mtf,4,https://images-na.ssl-images-amazon.com/images/I/51SbjhlvSnL._AC_SY355_.jpg,https://www.amazon.com//s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=None%2FBrand,None
"Universal Socket Tool Gift for Men, Grip Socket Set Fits Standard 1/4'' - 3/4'' with Multi-Function Power Drill Adapter, Stocking Stuffers Gifts for Men, DIY, Dad, Husband, Boyfriend, Him (Black)",13.88,4.6,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A096441936OWKCQKTKM0N&url=%2FUniversal-Socket-Tool-Gift-Standard%2Fdp%2FB08BZRVR2Z%2Fref%3Dsr_1_16_sspa%3Fdchild%3D1%26keywords%3Dtools%26qid%3D1606148516%26sr%3D8-16-spons%26psc%3D1&qualifier=1606148515&id=6370814081842935&widgetName=sp_mtf,104,https://images-na.ssl-images-amazon.com/images/I/71TYLKxvjGL._AC_SY355_.jpg,https://www.amazon.com//stores/SOOFUN/page/C69EA84E-FFCE-4546-9358-E88BC69E75C3?ref_=ast_bln,In Stock.
Universal Socket Gifts for Men - Socket Grip Tool Sets with Power Drill Adapter Unique Gadgets Multi-Function Handy DIY Tools for Men Gadgets Gifts for Men/Husband/Boyfriends/Women,14.98,4.6,https://www.amazon.com//Universal-Socket-Gifts-Men-Multi-Function/dp/B08GS51RS2/ref=sr_1_17?dchild=1&keywords=tools&qid=1606148516&sr=8-17,272,https://images-na.ssl-images-amazon.com/images/I/61CZPenluqL._AC_SY355_.jpg,https://www.amazon.com//stores/PARIGO/page/AD12D95C-95E6-4CD3-A479-DD1A555D4295?ref_=ast_bln,In Stock.
"Digital Caliper, Adoric 0-6"" Calipers Measuring Tool - Electronic Micrometer Caliper with Large LCD Screen, Auto-Off Feature, Inch and Millimeter Conversion",9.99,4.4,https://www.amazon.com//Digital-Caliper-Adoric-Calipers-Measuring/dp/B07DFFYCXS/ref=sr_1_18?dchild=1&keywords=tools&qid=1606148516&sr=8-18,8245,https://images-na.ssl-images-amazon.com/images/I/61f6yhQHOQL._AC_SY355_.jpg,https://www.amazon.com//Adoric/b/ref=bl_dp_s_web_19330769011?ie=UTF8&node=19330769011&field-lbr_brands_browse-bin=Adoric,In Stock.
"DEWALT 20V MAX Cordless Drill Combo Kit, 6-Tool (DCK661D1M1)",449.0,5.0,https://www.amazon.com//DEWALT-Cordless-Drill-6-Tool-DCK661D1M1/dp/B0858BQ9DK/ref=sr_1_19?dchild=1&keywords=tools&qid=1606148516&sr=8-19,6,https://images-na.ssl-images-amazon.com/images/I/71K28Mt-wxL._AC_SX355_.jpg,https://www.amazon.com//stores/DEWALT/page/69079407-0204-4E31-BC82-4014894B3667?ref_=ast_bln,None
"DEWALT (DWMT75049) Mechanics Tool Set, 192-Piece",175.89,4.9,https://www.amazon.com//DEWALT-DWMT75049-Mechanics-Tools-Piece/dp/B01BHJE0J4/ref=sr_1_20?dchild=1&keywords=tools&qid=1606148516&sr=8-20,1630,https://images-na.ssl-images-amazon.com/images/I/71mlcw5eqYL._AC_SY355_.jpg,https://www.amazon.com//stores/DEWALT/page/69079407-0204-4E31-BC82-4014894B3667?ref_=ast_bln,In Stock.
"Klein Tools VDV226-110 Wire Crimper / Wire Cutter / Wire Stripper Pass-Thru Modular All-in-One Tool for Video, Telecom, Datacom and more",44.97,4.8,https://www.amazon.com//Pass-Thru-Reliable-Klein-Tools-VDV226-110/dp/B076MGPQZQ/ref=sr_1_21?dchild=1&keywords=tools&qid=1606148516&sr=8-21,2748,https://images-na.ssl-images-amazon.com/images/I/61d%2BJq5DB1L._AC_SY355_.jpg,https://www.amazon.com//stores/Klein+Tools/page/101B9B74-F1AC-43B9-9121-EA560DCC118E?ref_=ast_bln,In Stock.
"Saker Contour Duplication Gauge-Adjustable Lock -Precisely Copy Irregular Shape Duplicator -Irregular Welding Woodworking Tracing - Must Have Tool for DIY Handyman, Construction(10 Inch+5 Inch)",53.99,4.6,https://www.amazon.com//Saker-Duplication-Gauge-Adjustable-Precisely-Woodworking/dp/B085Y3V3NW/ref=sr_1_22?dchild=1&keywords=tools&qid=1606148516&sr=8-22,1363,https://images-na.ssl-images-amazon.com/images/I/51b0dShymCL._AC_SY355_.jpg,https://www.amazon.com//stores/Saker/page/CDB18D7E-73EF-4883-B423-38BDD398F7D4?ref_=ast_bln,In Stock.
"TACKLIFE Rotary Tool Kit Variable Speed with Flex shaft, 80 Accessories and 4 Attachments and Carrying Case, Multi-functional for Around-the-House and Crafting Projects-RTD35ACL",36.97,4.5,https://www.amazon.com//TACKLIFE-Accessories-Attachments-Multi-functional-Projects-RTD35ACL/dp/B07FXQYNHP/ref=sr_1_23?dchild=1&keywords=tools&qid=1606148516&sr=8-23,3091,https://images-na.ssl-images-amazon.com/images/I/71xATF3JULL._AC_SY355_.jpg,https://www.amazon.com//stores/TACKLIFE/page/EB748FDA-62C5-4593-986B-3EC439F04005?ref_=ast_bln,In Stock.
"RAK Contour Gauge Shape Duplicator (10 Inch Lock) Template Tool with Adjustable Lock Precisely Copies Irregular and Awkward Shapes - Must Have Tool for DIY Handyman, Construction",24.99,4.5,https://www.amazon.com//RAK-Duplicator-Adjustable-Precisely-Irregular/dp/B07Y1JWVM3/ref=sr_1_24?dchild=1&keywords=tools&qid=1606148516&sr=8-24,1539,https://images-na.ssl-images-amazon.com/images/I/9190jXP3OqL._AC_SY355_.jpg,https://www.amazon.com//stores/RAK/page/C4E33C1C-E5FB-4780-8237-1C1A541E1DCB?ref_=ast_bln,In Stock.
"Universal Socket Gifts for Men Dad, Multi Tools Socket Set, Power Drill Adapter Socket Tool, Handy Cool Tools for Men, Gadgets Gifts for Men/Husband/Boyfriends/Women(7-19mm)",12.99,4.5,https://www.amazon.com//Universal-Socket-Best-Dad-Gifts/dp/B085XSXTMW/ref=sr_1_25?dchild=1&keywords=tools&qid=1606148516&sr=8-25,807,https://images-na.ssl-images-amazon.com/images/I/61gqLYwguEL._AC_SY355_.jpg,https://www.amazon.com//stores/EVERSEE/page/5D713385-99C2-4924-8437-C5F4C7851963?ref_=ast_bln,In Stock.
